name,opt_sol,or_tools_cost_1,or_tools_cost_30,or_tools_cost_60
XML100_3323_03,19315,20255,19894,19863
XML100_1312_23,22619,23450,23115,23115
XML100_3176_05,9400,10009,9884,9432
XML100_3375_25,13865,14485,13865,13864
XML100_3344_16,17263,18145,17716,17625
XML100_2326_15,7679,7883,7718,7718
XML100_3266_02,7364,7551,7369,7364
XML100_1361_03,30164,32542,30940,30905
XML100_2113_15,11886,12706,12140,11987
XML100_2351_02,22808,24048,23353,23280
XML100_2113_21,12915,14331,13458,13173
XML100_3113_18,21959,22845,22286,22214
XML100_3342_04,25271,27427,26329,26088
XML100_3344_14,16690,17793,16960,16960
XML100_2355_10,8184,9027,8564,8564
XML100_2373_22,11933,13083,12104,11941
XML100_1311_20,50652,50893,50893,50893
XML100_3323_07,23826,25665,25169,25034
XML100_2376_08,7689,7881,7813,7801
XML100_1213_02,15658,16016,15816,15759
XML100_1121_22,34186,36066,35866,35866
XML100_3271_23,34599,35130,34940,34644
XML100_3272_08,38477,40102,39835,39785
XML100_2174_09,10411,10674,10424,10411
XML100_1161_05,30659,34223,31860,31860
XML100_2334_23,11269,11837,11502,11368
XML100_3175_22,10721,11616,11381,11337
XML100_1171_11,21559,22993,21983,21970
XML100_3213_22,16870,17236,17030,17030
XML100_2125_24,9908,10169,10019,10019
XML100_2216_17,5976,6133,5996,5982
XML100_1134_11,12311,13119,12477,12470
XML100_3143_11,20122,21219,20972,20895
XML100_3331_05,51480,53324,53298,53115
XML100_3271_16,54424,54500,54484,54484
XML100_2122_17,17214,19599,18171,17693
XML100_3356_01,9911,10151,10120,9976
XML100_2236_01,6537,6788,6559,6559
XML100_2372_15,18270,19324,19301,18678
XML100_2214_17,8464,8814,8563,8553
XML100_2352_14,15764,16883,16371,16010
XML100_1126_25,8757,9155,8935,8757
XML100_3353_11,19715,21690,20988,20988
XML100_3236_03,9578,9761,9709,9683
XML100_3323_01,20415,22310,21359,21238
XML100_1124_15,14320,15209,14835,14721
XML100_3241_17,29883,31393,31085,31085
XML100_3272_22,23773,26516,24894,24755
XML100_1135_18,9836,10390,10129,10129
XML100_3221_05,35957,37115,36414,36350
XML100_2241_05,11145,11935,11718,11491
XML100_2352_06,13406,14555,13545,13545
XML100_3131_22,51062,53352,53352,52178
XML100_2173_25,13043,13615,13122,13122
XML100_3132_08,25782,27332,26772,26576
XML100_3172_11,37043,38756,38138,37694
XML100_1316_24,7681,8176,7885,7865
XML100_2156_14,8637,8902,8638,8638
XML100_1376_03,8012,8969,8014,8014
XML100_3266_17,7585,7731,7689,7689
XML100_3113_04,24955,25846,25494,25414
XML100_1223_08,10375,10728,10545,10545
XML100_1344_23,10299,11223,10731,10517
XML100_2255_12,8315,8898,8564,8551
XML100_2135_25,10064,10414,10414,10077
XML100_2261_04,18355,21888,19310,18921
XML100_1252_03,15003,16109,15935,15764
XML100_1242_19,18215,20042,19327,18600
XML100_3216_15,8568,8965,8737,8660
XML100_3214_10,13560,14366,13771,13671
XML100_3166_15,11086,11650,11441,11293
XML100_1313_19,16826,17606,17352,17352
XML100_3145_17,11818,12161,12108,12027
XML100_2252_06,15857,17027,16339,16339
XML100_2152_13,20213,21204,20941,20941
XML100_3365_19,11341,12399,12013,11504
XML100_1161_08,33018,35123,34026,33950
XML100_3234_19,14840,15920,15128,15037
XML100_2116_13,8463,9178,8784,8624
XML100_1233_15,11220,11499,11499,11443
XML100_3236_16,6317,6578,6420,6391
XML100_1175_22,10779,12331,11274,11263
XML100_3124_03,15304,16650,15761,15761
XML100_1361_26,32196,34113,33256,32887
XML100_1236_17,5837,5970,5969,5969
XML100_2231_15,14714,15424,15424,15354
XML100_2313_23,12096,12571,12352,12346
XML100_2145_11,9854,10104,9957,9884
XML100_3316_02,9110,9511,9332,9115
XML100_3172_23,30439,32443,31854,31854
XML100_1153_04,13427,14235,13721,13690
XML100_3236_17,9255,9545,9289,9289
XML100_2231_18,22587,23621,22912,22825
XML100_2356_11,8317,8709,8515,8515
XML100_3126_22,9524,10373,10045,9662
XML100_2376_04,8446,8914,8504,8445
XML100_1373_26,16955,18711,17912,17912
XML100_1336_02,9244,9647,9636,9567
XML100_2231_20,26213,27160,26680,26668
XML100_1341_20,31214,33756,32554,31958
XML100_2365_02,9180,10030,9303,9271
XML100_2272_24,13146,14223,13294,13243
XML100_2264_26,6939,7509,7009,6947
XML100_3336_23,9378,9565,9397,9397
XML100_2175_13,10142,11394,10433,10433
XML100_3222_26,26921,27975,27734,27716
XML100_1313_08,15637,16267,15848,15724
XML100_3162_20,25451,27135,26686,26401
XML100_2172_25,17602,18337,18206,17887
XML100_2215_16,8155,8717,8473,8214
XML100_1315_24,11092,11755,11362,11311
XML100_3132_22,28231,29640,29335,29154
XML100_3352_19,25108,26264,26214,26214
XML100_3375_12,10904,11208,11133,11026
XML100_1261_23,22426,25806,22566,22487
XML100_2264_14,7785,8311,8043,7987
XML100_1326_15,9109,9427,9388,9334
XML100_2332_11,16657,17301,17154,17016
XML100_1371_23,29551,29550,29547,29547
XML100_3215_25,10417,10622,10465,10465
XML100_1264_03,13335,15298,13888,13533
XML100_2212_17,19545,19655,19655,19655
XML100_2141_17,23592,25444,24058,24058
XML100_3125_11,13139,14247,13627,13434
XML100_1171_15,35294,36768,36084,36084
XML100_1152_01,16408,17173,16787,16787
XML100_2373_16,11386,12174,11535,11492
XML100_1162_27,18848,20761,19504,19335
XML100_3262_22,32488,33165,32736,32736
XML100_1213_11,12078,12700,12277,12277
XML100_2164_11,10606,11030,10757,10733
XML100_1214_08,10007,10314,10188,10113
XML100_3311_13,52653,53107,52922,52922
XML100_3211_07,48947,49100,49042,49042
XML100_2164_24,10449,10945,10656,10656
XML100_1343_01,12803,13057,12927,12914
XML100_3155_21,14378,15363,14944,14906
XML100_2371_09,24523,24850,24515,24515
XML100_1311_22,29180,29919,29680,29570
XML100_3232_21,21074,22634,21454,21427
XML100_2245_19,7152,7510,7385,7299
XML100_2136_18,8560,9080,8657,8591
XML100_1132_09,24978,26427,25715,25715
XML100_2233_21,10759,10955,10955,10955
XML100_2355_04,8970,9201,9076,9076
XML100_2121_16,20297,22185,21722,21272
XML100_2322_16,16306,17481,16930,16599
XML100_3154_23,15997,16751,16522,16522
XML100_3265_19,11641,12240,11710,11701
XML100_1243_05,11183,12714,11393,11354
XML100_2175_19,8883,9185,8976,8883
XML100_2161_20,20890,23384,21822,21378
XML100_3133_22,18875,20026,19624,19324
XML100_2153_06,13254,14532,14041,13680
XML100_2162_25,16282,17586,17002,16737
XML100_3212_23,29911,30360,30360,30360
XML100_1223_23,9921,10719,10277,10277
XML100_1272_23,21620,23553,21827,21827
XML100_1363_09,16379,17929,16930,16556
XML100_1115_10,11365,12380,11483,11479
XML100_3236_01,7306,7722,7576,7448
XML100_2124_22,10363,11002,10650,10367
XML100_1372_20,13878,16262,14737,13877
XML100_3371_11,50710,51638,51445,51436
XML100_3164_20,14775,16092,15484,15484
XML100_1131_08,26304,27348,27056,27006
XML100_1161_26,36486,38611,37546,37546
XML100_2222_15,14559,15894,15058,14787
XML100_3115_04,12334,13234,13151,13056
XML100_2216_12,4378,4793,4468,4408
XML100_1226_16,5039,5640,5156,5121
XML100_2122_19,14747,16158,15485,15071
XML100_3324_17,17066,18254,17366,17366
XML100_3236_13,6736,6919,6813,6739
XML100_2136_09,8972,9656,9045,9045
XML100_1161_09,37369,41405,41405,39638
XML100_3341_14,49968,51559,51424,51159
XML100_2314_06,11156,11829,11581,11304
XML100_2356_13,7800,8312,8042,8042
XML100_1145_05,11052,11500,11241,11241
XML100_1253_26,9566,10230,10157,9969
XML100_3355_21,13894,15175,14356,14356
XML100_2111_15,23602,24562,23972,23972
XML100_2242_18,18729,19781,19213,19201
XML100_1271_16,26262,26329,26329,26329
XML100_2223_16,10815,11506,11182,11182
XML100_2126_15,8673,8883,8827,8748
XML100_1342_03,22321,23709,22772,22772
XML100_1153_26,16521,17644,16751,16751
XML100_3353_23,19686,20478,20256,19991
XML100_1121_16,25662,28637,26477,26473
XML100_3141_04,48605,51235,50642,50642
XML100_2332_01,14548,14722,14672,14672
XML100_2365_15,8262,9340,8385,8376
XML100_3271_14,51072,51795,51456,51456
XML100_1142_16,22824,24482,23859,23640
XML100_3171_13,60970,61157,61020,61020
XML100_2163_02,14139,15315,14772,14477
XML100_1264_01,11083,11921,11607,11280
XML100_3271_22,57325,57371,57336,57336
XML100_2353_06,12507,13041,12635,12635
XML100_1131_15,22097,22926,22301,22301
XML100_2146_23,8505,9069,8552,8552
XML100_2335_09,8764,9165,8820,8820
XML100_2374_17,10285,11051,10364,10303
XML100_1364_03,13150,13725,13444,13405
XML100_3162_03,35133,37516,35935,35935
XML100_3322_06,28582,30358,29909,29307
XML100_2155_04,9359,9400,9382,9359
XML100_3223_21,15833,17131,16539,16539
XML100_2113_17,13319,14514,14178,14021
XML100_1223_10,12852,13362,13220,13035
XML100_1173_21,13004,14299,13512,13363
XML100_3252_13,23425,24358,23806,23806
XML100_2214_20,10202,10837,10405,10247
XML100_2332_22,19147,20324,19655,19655
XML100_3115_09,14656,15797,15373,15167
XML100_1223_01,12051,13349,12722,12629
XML100_1235_19,7569,8328,7587,7579
XML100_2311_14,32963,33320,33144,33044
XML100_3335_11,12296,13683,12771,12666
XML100_3132_16,28118,30027,28984,28984
XML100_1271_20,27953,28654,28492,28492
XML100_2171_13,29606,30231,30063,29605
XML100_1172_24,24164,25488,25058,25058
XML100_3151_17,45552,47075,46438,46438
XML100_1271_21,25256,25537,25504,25498
XML100_3161_25,39230,42148,40636,40359
XML100_2225_19,7915,8262,8001,7940
XML100_2161_27,27966,29267,28854,28600
XML100_1224_26,11508,12318,11774,11774
XML100_2231_11,19288,19927,19697,19635
XML100_3266_24,7254,7617,7409,7409
XML100_1245_23,6495,6672,6532,6532
XML100_1161_01,21960,24120,22559,22470
XML100_3341_19,59452,61086,61039,60767
XML100_1375_05,8411,9113,8438,8438
XML100_1161_25,23343,25793,24241,23906
XML100_3332_26,31789,33733,33114,32653
XML100_2213_25,10329,10669,10572,10572
XML100_3343_07,20119,21703,20759,20759
XML100_3323_19,22534,23908,23631,23474
XML100_1266_03,8324,8546,8386,8386
XML100_2135_20,9179,9618,9392,9219
XML100_3123_24,20732,22604,21548,21490
XML100_1374_04,15091,16627,16139,15992
XML100_1173_19,18648,20290,18807,18807
XML100_3244_02,14148,14952,14393,14360
XML100_1224_07,13130,14225,13398,13347
XML100_1136_17,8914,9355,9136,9006
XML100_2262_01,12150,13373,12697,12579
XML100_1254_03,10681,11248,10832,10832
XML100_2276_23,5385,5491,5491,5491
XML100_1253_12,11942,12645,12392,12343
XML100_1316_14,8043,8515,8148,8081
XML100_3263_06,15591,15905,15658,15658
XML100_2371_23,22534,23210,22759,22759
XML100_1374_05,11370,12220,11436,11433
XML100_3246_04,8404,8821,8404,8404
XML100_1215_08,8023,8488,8315,8099
XML100_3215_16,11020,11421,11235,11233
XML100_2363_25,12711,13768,13421,13079
XML100_1172_13,32166,33417,33283,33283
XML100_2254_22,9176,9853,9393,9393
XML100_2116_08,8138,8366,8141,8136
XML100_1335_20,10448,10829,10558,10510
XML100_3325_11,12275,12919,12671,12643
XML100_3122_20,35749,37904,37302,37302
XML100_2162_07,18264,19759,19175,19175
XML100_1326_26,7716,9478,7793,7793
XML100_2273_20,10936,11966,11300,11271
XML100_1266_16,6422,6471,6451,6451
XML100_3355_14,12739,13625,12961,12961
XML100_3132_06,31443,33161,32469,32335
XML100_1154_08,14350,15976,14917,14781
XML100_2163_17,12829,13824,13069,13015
XML100_2113_04,13726,14582,14214,13997
XML100_1143_13,13362,14420,14069,13458
XML100_2262_21,16261,17721,16639,16639
XML100_3221_10,41984,42616,42487,42487
XML100_1112_08,21495,21985,21875,21875
XML100_3236_18,8026,8650,8183,8144
XML100_2115_13,9241,9609,9241,9241
XML100_3216_09,7820,8189,7867,7837
XML100_1225_03,8245,8725,8419,8419
XML100_1175_03,10827,11514,11053,10997
XML100_3275_12,13523,13830,13680,13618
XML100_2366_16,7133,7536,7253,7253
XML100_2354_15,10414,11175,10534,10498
XML100_3146_22,9356,9887,9457,9355
XML100_1151_06,27958,29085,28819,28654
XML100_1276_21,7462,7794,7472,7472
XML100_3221_13,43270,45429,44551,44218
XML100_3234_02,14910,15631,15117,15117
XML100_2233_24,8392,8840,8602,8602
XML100_2274_09,9525,10137,10015,10015
XML100_2174_12,11024,11551,11396,11371
XML100_3226_23,7471,7757,7738,7738
XML100_1372_02,18870,20138,19597,19246
XML100_2312_11,18966,19753,19649,19649
XML100_2246_23,4989,5241,5062,5047
XML100_1363_06,12496,14105,12722,12543
XML100_1146_17,8852,9336,8937,8937
XML100_1276_23,6483,6601,6511,6489
XML100_1222_20,29547,30419,29796,29785
XML100_1332_14,16661,17876,17615,17312
XML100_1115_09,11080,12062,11472,11422
XML100_2163_03,12683,14206,13036,13036
XML100_2352_05,18717,19367,18940,18940
XML100_1133_13,12260,13047,12403,12403
XML100_2241_25,18296,19552,18779,18779
XML100_1321_07,28131,29218,29073,29037
XML100_2355_15,9344,9747,9350,9350
XML100_3323_10,20362,21315,20806,20806
XML100_3364_11,15289,16642,15492,15464
XML100_1233_04,14556,15305,14829,14829
XML100_2232_08,12466,12975,12748,12748
XML100_1141_17,31825,34071,32913,32740
XML100_1166_07,9794,10820,9887,9887
XML100_3136_14,9065,9228,9065,9065
XML100_1144_22,11349,13473,12236,11825
XML100_3263_13,17474,18208,17853,17797
XML100_1346_20,8106,8607,8204,8174
XML100_3161_01,41185,43123,42396,42396
XML100_1331_17,24666,25973,25938,25761
XML100_2242_20,12059,13533,12506,12407
XML100_1171_19,28331,28925,28843,28829
XML100_3125_10,14101,15393,14464,14464
XML100_3141_06,46381,49666,48781,47722
XML100_1226_02,6052,6260,6111,6070
XML100_1125_20,11188,11918,11625,11625
XML100_2375_02,8649,9339,8900,8889
XML100_2254_12,7543,7725,7634,7634
XML100_2355_19,8576,8932,8850,8850
XML100_2215_02,7329,7506,7441,7365
XML100_2251_07,19604,20411,19961,19935
XML100_3164_24,16021,17118,16575,16490
XML100_3256_07,8739,9113,8962,8866
XML100_2173_19,10904,11594,10940,10940
XML100_3214_12,14015,14561,14156,14154
XML100_2276_11,5797,6728,5944,5898
XML100_1141_23,27519,29919,28508,28459
XML100_1251_10,33336,35706,34523,34523
XML100_3111_03,55069,55302,55302,55161
XML100_3375_10,13045,13706,13358,13305
XML100_3213_21,24011,24130,24100,24100
XML100_3234_11,12454,13065,12868,12824
XML100_1174_10,11945,12189,12059,12059
XML100_1216_25,7509,7977,7592,7592
XML100_3261_03,50558,52242,51465,51465
XML100_1342_13,24739,26562,25815,25554
XML100_3171_21,40718,42826,40731,40731
XML100_2156_10,8179,8509,8401,8249
XML100_1376_14,8466,8980,8624,8624
XML100_1253_25,15122,15651,15491,15489
XML100_3371_01,41611,42740,41824,41824
XML100_1132_22,19540,20942,20667,20554
XML100_2152_07,18353,19696,19105,19090
XML100_2115_08,9640,10242,9896,9762
XML100_1275_01,8814,9554,8821,8821
XML100_1242_24,15312,16935,15957,15957
XML100_1323_15,17402,19272,18048,18048
XML100_1312_20,26405,27081,26716,26707
XML100_2376_12,7839,8139,7877,7877
XML100_1274_18,9920,10511,10017,9971
XML100_2255_23,7755,7930,7793,7793
XML100_1234_01,13487,13882,13688,13583
XML100_3346_16,10292,11548,10347,10292
XML100_1134_09,14057,15170,14854,14817
XML100_1245_21,7616,7718,7705,7640
XML100_1266_24,7900,8180,7999,7943
XML100_1241_14,26631,28220,27927,27781
XML100_2244_18,8970,10071,9138,9138
XML100_1165_04,9488,9976,9579,9576
XML100_2311_19,21569,22355,21777,21777
XML100_3214_04,17903,18558,18255,18255
XML100_2251_13,32491,34141,33527,33453
XML100_1165_22,11258,12060,11778,11778
XML100_3122_14,24589,27182,26347,26158
XML100_3116_10,9130,9932,9680,9632
XML100_1335_24,8758,9422,8970,8793
XML100_2133_23,13564,14628,14175,13948
XML100_2264_02,8785,9331,8907,8882
XML100_1352_15,16307,17446,17114,17114
XML100_3362_13,35427,36964,36687,36687
XML100_1316_11,7838,8180,7876,7876
XML100_2346_08,8045,8720,8229,8045
XML100_3315_10,14259,14884,14603,14582
XML100_2111_23,31536,32091,31724,31719
XML100_2222_07,8822,9647,9086,9032
XML100_1173_20,14868,17759,15483,15475
XML100_1345_22,9179,10029,9590,9373
XML100_1156_09,8451,8937,8665,8665
XML100_1223_11,13086,14062,13399,13357
XML100_2172_14,18983,20060,19478,19360
XML100_1234_19,12541,13378,13073,12722
XML100_1236_07,5123,5656,5168,5151
XML100_1362_09,17237,18255,18255,18083
XML100_1146_15,8318,8714,8466,8359
XML100_3213_04,21526,21794,21757,21757
XML100_2216_09,5362,5745,5454,5454
XML100_2156_18,7944,8552,8135,8017
XML100_3174_03,15259,16810,15851,15851
XML100_1365_20,12077,12829,12405,12267
XML100_2253_18,10705,11527,11073,11048
XML100_2225_11,6518,7301,6731,6731
XML100_1244_12,13464,14203,13962,13683
XML100_3263_15,28997,29903,29626,29599
XML100_2115_04,9978,11013,10635,10203
XML100_3121_09,42376,45450,44315,44202
XML100_1325_20,10342,11503,10792,10790
XML100_2325_04,8224,8599,8338,8338
XML100_3262_17,32124,34643,33409,33028
XML100_3216_21,7023,7496,7377,7310
XML100_2174_08,10473,11729,10737,10535
XML100_2243_19,7931,8315,8117,8109
XML100_2146_20,8547,9138,8805,8605
XML100_2372_03,19536,20526,20032,20032
XML100_2266_21,6023,6242,6023,6023
XML100_2252_15,17579,18123,18123,17908
XML100_2124_05,11165,11362,11226,11226
XML100_3336_07,9121,9326,9310,9303
XML100_2336_04,8112,8497,8139,8139
XML100_2351_19,28870,29769,29588,29409
XML100_2235_12,5871,6370,5937,5914
XML100_1325_24,10597,11650,10928,10666
XML100_1333_08,19078,19772,19423,19340
XML100_3344_10,17499,18811,18085,17926
XML100_2331_25,28728,30094,29684,29624
XML100_3155_22,13013,14562,13457,13312
XML100_1174_23,14109,15508,14233,14233
XML100_1154_17,12809,13517,13435,13435
XML100_1175_10,11394,12652,11876,11874
XML100_1244_21,13134,14097,13430,13403
XML100_1315_02,9339,9496,9451,9451
XML100_3214_06,13927,14186,14136,14136
XML100_1231_16,18438,19275,18900,18716
XML100_1123_18,15526,17356,16391,16391
XML100_1244_27,13991,14433,14262,14035
XML100_3361_18,43001,45058,43906,43906
XML100_1353_17,18919,20160,19938,19660
XML100_1311_19,27862,28276,28201,28152
XML100_2123_03,14525,15947,15326,15326
XML100_3273_21,19979,21695,20341,20341
XML100_2163_18,13448,14585,13966,13964
XML100_1363_24,18600,19830,19232,19232
XML100_1343_23,15038,15778,15643,15573
XML100_3115_24,13604,14093,13938,13938
XML100_1213_24,12024,12611,12295,12262
XML100_3263_07,19174,20497,19594,19594
XML100_1335_22,10343,11118,10348,10348
XML100_3364_01,17272,18589,18239,18038
XML100_3271_07,54849,54948,54946,54946
XML100_2145_14,9419,10004,9640,9596
XML100_3332_14,34517,36597,36124,36124
XML100_1372_12,19107,19919,19579,19579
XML100_2121_26,26545,28125,27794,27794
XML100_3373_08,20611,22968,21872,21461
XML100_1135_03,10086,10347,10136,10136
XML100_3211_21,39345,39571,39571,39571
XML100_2153_26,13782,14895,14425,14243
XML100_3314_04,15474,16445,16195,15995
XML100_1256_06,6512,6751,6554,6554
XML100_2242_12,14595,15175,14872,14872
XML100_2222_25,16636,17449,17449,17338
XML100_1132_05,18498,19491,18992,18992
XML100_2165_25,10704,11593,10984,10866
XML100_2265_08,6562,6865,6601,6601
XML100_1152_18,25174,26562,26377,26194
XML100_2342_08,17506,18643,17938,17837
XML100_3174_26,15263,17014,15697,15697
XML100_3356_07,9281,9596,9596,9556
XML100_2134_10,11163,12226,11471,11455
XML100_3152_13,34103,35646,35306,35306
XML100_1243_25,14636,16590,15634,15582
XML100_2235_26,6621,7074,6648,6621
XML100_1145_17,10297,10766,10676,10572
XML100_1232_15,20513,20955,20923,20923
XML100_2134_22,10261,10683,10431,10282
XML100_1322_08,31336,32835,32336,32091
XML100_2121_17,30099,31220,30767,30767
XML100_3364_14,15401,16328,15746,15609
XML100_3135_07,13618,14570,14433,14433
XML100_2144_05,11113,12027,11335,11205
XML100_2334_10,10514,11128,10677,10652
XML100_3266_10,5749,5926,5864,5762
XML100_2343_14,11944,12987,12107,12107
XML100_2123_05,11423,12198,11743,11572
XML100_1364_23,12983,14669,13299,13256
XML100_2334_07,10855,11431,10981,10981
XML100_1161_12,22745,24154,23353,23353
XML100_3332_24,31848,33141,32851,32633
XML100_3126_21,11192,12887,11756,11687
XML100_1266_26,6241,6485,6285,6285
XML100_3211_06,42932,43419,43276,43276
XML100_1141_27,31933,34463,32832,32832
XML100_1355_12,9065,9551,9214,9214
XML100_3274_10,17774,18431,18264,18264
XML100_3252_06,24069,25316,24800,24800
XML100_1312_08,18836,19444,19423,19247
XML100_2241_19,20945,21797,21797,21612
XML100_2331_23,23658,24886,24068,23908
XML100_3164_08,14653,16066,15277,15094
XML100_3173_26,18365,20264,19127,19127
XML100_1262_14,16262,17176,16488,16434
XML100_1362_24,26702,30176,27558,27558
XML100_2156_08,8264,8810,8380,8344
XML100_2311_03,21029,21711,21484,21484
XML100_2255_16,8178,8554,8263,8250
XML100_1253_04,10911,11845,11148,11080
XML100_3146_03,8922,9146,8942,8924
XML100_3176_21,9525,9689,9647,9647
XML100_2236_13,5611,5834,5671,5671
XML100_3343_10,17745,19162,18267,18267
XML100_1132_26,30723,32204,31998,31505
XML100_2134_05,10537,11331,10728,10584
XML100_2336_19,7338,7347,7338,7338
XML100_2171_22,28146,28641,28617,28617
XML100_2311_20,22871,23148,22968,22959
XML100_1256_27,7637,7841,7668,7668
XML100_1176_05,9531,10017,9780,9780
XML100_1141_03,35534,36580,36174,36174
XML100_1315_15,10160,10582,10195,10195
XML100_3145_07,13944,15013,14333,14275
XML100_2225_26,7204,7539,7281,7232
XML100_1126_09,8186,8586,8294,8294
XML100_2225_14,7363,8115,7362,7362
XML100_2326_20,7915,8074,7968,7915
XML100_2233_10,9945,10224,10148,10148
XML100_2372_17,19609,20490,19938,19938
XML100_1115_13,10823,11357,11075,10961
XML100_3346_18,8625,8886,8679,8679
XML100_1366_15,8480,8810,8650,8584
XML100_2212_18,17551,17813,17760,17760
XML100_1241_21,25809,26727,26727,26727
XML100_3172_06,25494,26584,25596,25596
XML100_1253_03,7661,7974,7821,7821
XML100_1373_27,14414,16220,14654,14654
XML100_1345_08,9716,10673,10363,10080
XML100_1371_03,28527,29951,28961,28890
XML100_1113_27,14242,15019,14503,14503
XML100_3176_12,10392,11534,10855,10607
XML100_1141_13,22138,23776,22980,22853
XML100_2255_24,6220,6567,6389,6388
XML100_1332_05,25822,26795,26266,26266
XML100_3215_07,10382,10776,10476,10468
XML100_3366_17,8243,8523,8355,8332
XML100_2323_09,11204,11893,11416,11398
XML100_2161_04,21396,24070,21714,21574
XML100_1376_20,7802,8246,7943,7943
XML100_3136_01,9246,9942,9303,9245
XML100_3242_26,19211,20861,20486,20167
XML100_3256_08,8987,9577,9242,9242
XML100_1251_27,30210,31961,31256,30875
XML100_3375_24,13436,14170,13749,13543
XML100_2225_18,6972,7243,7134,7134
XML100_1216_12,5406,6090,5506,5455
XML100_2221_11,23551,24269,24222,24222
XML100_2275_24,7522,8027,7630,7630
XML100_3243_23,18434,19434,18974,18974
XML100_1241_13,30272,32302,31414,30989
XML100_3265_25,12289,13179,12676,12585
XML100_2221_07,26854,27975,27496,27455
XML100_3322_26,28784,30069,29758,29619
XML100_2152_15,18907,20103,19281,19281
XML100_1113_23,16330,16956,16690,16690
XML100_1142_20,16848,19318,17986,17586
XML100_3251_16,57107,59422,59099,59099
XML100_2151_25,24673,25328,25116,25116
XML100_3212_09,18212,18608,18532,18455
XML100_2173_21,12914,13451,13255,13255
XML100_1116_26,8549,9082,8762,8549
XML100_1352_04,15312,16430,16299,16035
XML100_3315_20,11063,11717,11545,11545
XML100_2155_23,9504,9524,9504,9504
XML100_3213_23,22461,23345,23083,22745
XML100_3225_23,9907,10238,10007,9979
XML100_1126_17,9630,10103,9707,9674
XML100_2231_03,26999,28050,27826,27772
XML100_2221_20,15693,16543,16335,16178
XML100_2256_26,5621,5834,5764,5723
XML100_2374_14,11103,12452,11210,11210
XML100_2265_07,7692,8044,7774,7774
XML100_2232_02,18040,18715,18545,18480
XML100_2255_21,7714,8391,7842,7842
XML100_1115_27,9281,9507,9281,9281
XML100_1221_17,20503,22148,21169,21083
XML100_3215_22,11083,11707,11222,11212
XML100_2115_09,9257,9428,9279,9279
XML100_2122_07,17671,19416,18376,18312
XML100_3366_10,9266,9465,9430,9347
XML100_3342_01,25550,27011,26658,26511
XML100_1212_10,25734,26465,26422,26422
XML100_1271_19,23837,23844,23844,23844
XML100_3356_18,9354,9958,9385,9385
XML100_3366_11,7459,7642,7505,7505
XML100_1371_22,29094,30396,29852,29852
XML100_2116_07,9047,9808,9046,9046
XML100_2263_01,8394,9205,8730,8730
XML100_1112_19,22243,23055,23040,22867
XML100_2155_16,9337,9525,9337,9337
XML100_3325_04,12089,12872,12624,12359
XML100_3244_21,15322,16719,16113,16113
XML100_1125_18,10507,10983,10657,10657
XML100_2333_23,10679,11481,11110,10976
XML100_2275_17,7204,7640,7265,7265
XML100_2345_07,9198,9244,9231,9216
XML100_2226_22,5467,6024,5472,5472
XML100_3175_23,12432,13144,12689,12689
XML100_2175_14,9204,9449,9442,9442
XML100_3163_02,19071,20340,19946,19889
XML100_2142_24,18370,19858,19089,18788
XML100_2154_21,10963,11197,11009,11009
XML100_3156_12,9129,10206,9613,9424
XML100_2261_18,22719,23972,23092,23092
XML100_1334_15,10669,11526,11003,10782
XML100_2125_07,9081,9514,9282,9087
XML100_3152_20,27651,29941,29111,28797
XML100_1165_05,10901,12272,10986,10986
XML100_1375_12,8990,10275,8990,8990
XML100_3151_08,36838,38177,38175,38024
XML100_3146_08,9395,9750,9456,9456
XML100_1254_22,10681,11583,11050,10941
XML100_2155_05,9474,9975,9474,9474
XML100_1164_26,14947,17170,15737,15737
XML100_3216_07,8428,8511,8427,8427
XML100_2366_26,8087,8600,8106,8106
XML100_1146_14,8004,8353,8117,8117
XML100_2151_22,22979,24247,23732,23602
XML100_1153_01,19138,20173,19873,19568
XML100_1221_20,55959,56763,56695,56695
XML100_3241_07,24234,25163,24967,24967
XML100_2113_05,13898,14327,14300,13985
XML100_3354_17,17332,18192,17581,17463
XML100_1323_12,18258,19039,18488,18477
XML100_2251_11,13262,13941,13884,13485
XML100_3374_07,15271,15479,15379,15339
XML100_2124_04,10354,11611,10790,10790
XML100_2164_07,11089,12238,11459,11337
XML100_1354_27,13099,13747,13521,13521
XML100_3142_06,30319,32444,31692,31277
XML100_1131_06,32956,34696,34321,33833
XML100_3354_13,14628,15927,15192,15192
XML100_3252_21,30251,32129,30824,30824
XML100_1265_26,8579,8931,8760,8737
XML100_1233_13,15428,16094,15678,15665
XML100_3165_22,12801,13515,13233,13233
XML100_1256_01,3973,4308,4093,3972
XML100_3343_20,23143,24209,23867,23773
XML100_3271_12,40053,40511,40187,40187
XML100_2255_18,7678,8689,7819,7684
XML100_1145_02,9951,10334,9952,9951
XML100_1253_20,15839,17595,16689,16642
XML100_1263_25,13784,14691,14475,14372
XML100_2354_24,11199,11768,11486,11486
XML100_1316_05,8381,8876,8544,8544
XML100_2336_23,7247,7707,7282,7256
XML100_3334_23,14591,16078,15155,15155
XML100_3123_05,16752,18452,17527,17512
XML100_2235_16,7919,8632,8077,7919
XML100_1171_22,28319,29912,29096,29096
XML100_3322_19,25402,28121,26863,26822
XML100_3125_03,12677,14034,13218,13052
XML100_1176_03,8858,9640,8925,8866
