name,opt_sol,or_tools_cost_1,or_tools_cost_30,or_tools_cost_60
XML100_1332_25,22321,23817,23243,22909
XML100_2254_15,7900,7908,7907,7907
XML100_2316_15,8176,8779,8403,8351
XML100_3364_10,13329,15497,14081,14081
XML100_2135_03,9210,10000,9239,9236
XML100_2314_24,10875,11446,10991,10991
XML100_3226_17,8028,8140,8049,8046
XML100_3261_01,49886,51917,51116,50651
XML100_2242_16,18104,19384,18567,18466
XML100_3211_24,37793,38258,38161,37992
XML100_2366_18,7849,8256,7942,7932
XML100_3351_06,32523,33641,33197,33197
XML100_3143_02,22697,24353,23280,23280
XML100_3133_04,19360,20691,20266,19814
XML100_2244_09,8189,8503,8402,8301
XML100_2211_04,29986,30080,30062,30062
XML100_3142_12,29941,32004,31514,31166
XML100_1351_03,26152,27113,26854,26854
XML100_3235_17,9997,10859,10143,10143
XML100_2133_07,12898,13707,13203,13076
XML100_2146_16,7700,7971,7731,7731
XML100_2362_24,15055,15937,15613,15559
XML100_2342_23,17156,17958,17710,17565
XML100_3354_18,17431,18475,18168,18168
XML100_3323_06,21288,22634,22024,21982
XML100_2235_09,7305,7539,7388,7388
XML100_3231_21,37027,38183,37832,37730
XML100_3376_21,8581,8815,8705,8623
XML100_2232_16,12712,13316,12958,12958
XML100_3375_18,11690,12359,12169,12079
XML100_2262_12,13616,14302,13816,13807
XML100_1314_20,12304,12787,12586,12586
XML100_2215_18,8007,8145,8078,8066
XML100_1312_03,29299,30012,29742,29631
XML100_3125_06,13287,13931,13688,13665
XML100_1346_26,8155,8726,8355,8272
XML100_1361_12,25348,28236,26096,25729
XML100_1321_22,34593,36829,35700,35461
XML100_2332_15,17577,19070,18097,18001
XML100_1124_07,12150,12814,12347,12225
XML100_1154_26,12173,12974,12375,12252
XML100_3221_22,42023,43641,42825,42784
XML100_1134_01,12149,13186,12452,12330
XML100_3126_07,9766,10230,9859,9784
XML100_1334_06,10319,11714,10811,10775
XML100_1146_24,9075,9472,9354,9250
XML100_1275_25,8385,9219,8446,8446
XML100_2373_09,13907,14541,14017,14017
XML100_3375_01,11942,12813,12677,12594
XML100_1361_15,23841,25740,24618,24423
XML100_2156_09,8323,8683,8486,8385
XML100_1122_05,22571,24825,23675,23675
XML100_2342_10,18568,20283,19126,18849
XML100_3323_24,17657,19075,18352,18327
XML100_3121_24,38637,41776,40141,39921
XML100_1163_14,15170,16776,15928,15928
XML100_2345_04,9930,11054,10194,10113
XML100_3132_12,34884,36676,36219,36121
XML100_3152_14,34192,36255,35892,35259
XML100_2163_10,13497,15104,13722,13722
XML100_1223_05,13795,14604,14414,14102
XML100_3166_16,10039,10620,10139,10115
XML100_3174_21,18144,19173,18772,18772
XML100_3326_22,7803,7995,7869,7804
XML100_3256_23,7146,7378,7282,7282
XML100_2221_15,22116,23197,22693,22693
XML100_2164_06,10614,11532,11156,11145
XML100_2151_12,25346,27024,25841,25779
XML100_1276_17,4829,4893,4874,4849
XML100_1252_20,22875,23833,23151,23151
XML100_3331_23,43408,45190,44764,44717
XML100_2313_22,14742,15700,15231,14785
XML100_1116_19,8246,9077,8247,8247
XML100_1315_06,10720,11659,10781,10780
XML100_3232_19,30282,30758,30715,30715
XML100_2134_09,10665,11377,10879,10746
XML100_2364_25,10002,10853,10276,10194
XML100_3336_06,8833,9414,9248,9248
XML100_2243_08,10982,12098,11349,11306
XML100_2365_12,8942,10426,9337,9199
XML100_3375_15,12296,12941,12482,12481
XML100_3255_05,12008,13130,12129,12117
XML100_2113_16,12552,13926,13139,12821
XML100_2144_27,10049,10473,10258,10258
XML100_1376_18,8361,8459,8361,8361
XML100_2373_08,13244,14155,13501,13444
XML100_3314_10,14128,14850,14391,14276
XML100_2174_02,10607,11958,10866,10804
XML100_3374_24,14703,16456,14984,14984
XML100_1152_17,20663,21571,21331,21121
XML100_3322_13,24486,26525,26046,25121
XML100_1335_05,10361,10900,10479,10447
XML100_3134_06,17204,18465,17743,17743
XML100_2326_03,8071,8487,8298,8176
XML100_1152_23,23055,24533,23846,23846
XML100_2253_14,13524,14311,13845,13833
XML100_1365_11,9334,11338,9772,9419
XML100_2213_20,11277,11704,11497,11497
XML100_1354_10,12617,12987,12942,12942
XML100_1236_15,5136,5322,5206,5195
XML100_3253_05,24950,25381,25097,25097
XML100_1122_22,23010,24699,24057,23690
XML100_1275_06,8540,8739,8649,8646
XML100_2334_15,10884,11809,11128,11128
XML100_3345_20,11761,12186,12022,11903
XML100_3321_05,33845,36128,35191,35191
XML100_3345_16,12157,12706,12231,12231
XML100_2141_08,20152,21164,20937,20937
XML100_3155_18,12844,14139,13435,13435
XML100_3336_09,10483,10790,10595,10595
XML100_3336_12,8988,9386,9068,9068
XML100_1144_08,13304,14640,13870,13870
XML100_1354_22,11875,12402,12154,12027
XML100_3344_24,17049,17651,17175,17137
XML100_2173_20,14185,14846,14603,14248
XML100_1125_06,12093,13176,12548,12192
XML100_2263_25,12209,13104,12499,12499
XML100_1322_13,13933,14980,14191,14131
XML100_2245_02,7240,8078,7567,7421
XML100_2374_01,10670,12120,11479,11479
XML100_2226_20,5947,6086,5947,5947
XML100_2275_20,8257,10944,8352,8273
XML100_3134_03,14752,15801,15474,15196
XML100_3361_22,39562,41749,41112,41041
XML100_2126_25,7966,8500,8098,8098
XML100_2331_10,22838,24329,24130,24077
XML100_3173_15,21121,22798,21400,21132
XML100_1331_14,36264,38236,37013,37013
XML100_1115_17,10833,11506,11002,11002
XML100_1123_11,14463,15207,14973,14973
XML100_3325_19,13358,14141,13440,13440
XML100_2142_01,16103,16998,16936,16521
XML100_2314_13,11478,12036,11512,11508
XML100_3363_20,17865,19743,18334,18191
XML100_2176_01,8958,9287,8962,8958
XML100_2132_05,14677,15699,15202,15196
XML100_1233_20,15317,15750,15502,15474
XML100_1175_12,10965,12550,11131,11131
XML100_1242_06,17029,17331,17331,17331
XML100_3261_15,60914,63212,61513,61513
XML100_2245_22,7246,8019,7318,7318
XML100_3125_23,12643,13541,13477,13074
XML100_2374_19,9831,10382,9941,9935
XML100_3241_09,33819,34849,34020,34020
XML100_2112_16,15222,15896,15714,15381
XML100_1212_09,20538,21189,20783,20783
XML100_1325_09,10355,10597,10367,10367
XML100_3154_10,15094,16002,15438,15434
XML100_1354_15,12458,14071,12847,12612
XML100_1131_03,23847,25922,25023,24965
XML100_1333_02,19689,21152,20717,20649
XML100_3243_13,16017,16482,16417,16307
XML100_2273_10,11996,12641,12152,12136
XML100_2366_04,8399,8858,8488,8455
XML100_3224_20,12315,13214,12959,12488
XML100_1124_06,10584,11040,10851,10833
XML100_1142_24,16295,18191,17048,17016
XML100_2142_18,18278,19806,19093,18981
XML100_1341_17,29422,31268,30332,30289
XML100_2324_07,10212,11408,10501,10461
XML100_3275_08,9977,10939,10095,10007
XML100_2274_19,7429,7672,7485,7485
XML100_3246_13,7890,9167,8440,8055
XML100_2261_25,18081,20137,18403,18342
XML100_1121_12,34071,35062,34987,34919
XML100_3214_05,16133,16813,16585,16585
XML100_2221_03,22389,23493,23126,22971
XML100_2161_13,24587,26176,25562,25562
XML100_2336_26,7428,7765,7638,7428
XML100_2351_14,24938,26244,25681,25307
XML100_3245_23,8473,8816,8676,8676
XML100_2246_07,5722,5875,5848,5818
XML100_2356_19,7935,8089,8022,8022
XML100_1346_01,9803,11032,9803,9803
XML100_2312_18,17838,18212,18066,18042
XML100_3263_22,25484,27501,27149,27149
XML100_1175_16,9926,10746,10304,10258
XML100_1226_24,6484,7451,6562,6562
XML100_1333_26,17398,18568,18420,18195
XML100_3231_05,51004,53363,52476,52476
XML100_1271_14,25304,25921,25921,25778
XML100_2244_05,9539,10437,9801,9727
XML100_1135_06,10415,10927,10538,10538
XML100_1256_26,7608,7660,7658,7630
XML100_1154_19,10944,11392,11184,11125
XML100_3362_25,33687,36458,35013,35005
XML100_1113_06,15006,16034,15420,15380
XML100_1225_15,7246,8010,7618,7585
XML100_2235_10,9114,9290,9191,9147
XML100_2212_14,16813,17467,17041,17041
XML100_3253_19,20935,21562,21225,21225
XML100_2275_05,6489,6863,6535,6531
XML100_1372_26,25010,26885,25437,25414
XML100_3364_24,15853,17389,17028,16120
XML100_1132_08,19948,21542,21109,20687
XML100_1223_07,16321,16942,16821,16799
XML100_1134_19,11900,12797,12052,12052
XML100_3266_21,8698,9596,8820,8820
XML100_1271_15,59269,59052,58944,58944
XML100_1226_03,5136,5416,5143,5136
XML100_1214_04,11640,11974,11828,11828
XML100_1114_14,13850,14447,13922,13922
XML100_1172_19,16852,17674,17144,17144
XML100_3164_23,15898,16735,16300,16300
XML100_3144_25,15086,15969,15688,15688
XML100_3362_14,20469,21515,21515,21014
XML100_2165_11,8865,9162,8864,8864
XML100_2142_11,17063,18249,17754,17754
XML100_3166_18,9147,10140,9446,9355
XML100_3251_14,37478,38801,38798,38798
XML100_2344_01,10253,11569,10723,10410
XML100_2232_06,15505,16048,15870,15870
XML100_3223_13,21422,23052,21739,21739
XML100_3241_18,46004,47298,46839,46703
XML100_2221_14,18290,18925,18784,18767
XML100_2123_19,11821,12939,12294,12294
XML100_1355_07,11118,12092,11508,11384
XML100_3232_04,31869,33220,32880,32880
XML100_3341_21,39954,42398,41772,41381
XML100_3326_25,8521,9442,8548,8548
XML100_1236_25,8006,8693,8302,8302
XML100_2376_18,8101,8511,8148,8123
XML100_1343_08,14374,15539,15364,15280
XML100_2126_16,8424,8673,8427,8427
XML100_2371_21,24901,25518,25198,25198
XML100_3335_16,12449,12867,12607,12607
XML100_3153_15,23047,24195,24128,24033
XML100_1375_06,12087,13297,12367,12202
XML100_2313_14,13218,14151,13870,13737
XML100_2271_03,15584,16787,16712,16440
XML100_1373_04,13843,14710,14323,14323
XML100_2363_05,13006,13651,13135,13073
XML100_3113_22,24084,24954,24386,24249
XML100_2336_12,8665,9179,8823,8698
XML100_1175_17,11422,12411,11777,11777
XML100_2226_03,7859,8475,8123,7928
XML100_2364_04,10723,11931,10926,10811
XML100_1163_01,15521,16496,16122,15921
XML100_2352_21,16025,16860,16657,16515
XML100_1172_01,21516,23132,21952,21937
XML100_3234_17,14541,15417,14964,14808
XML100_2216_08,5317,5703,5317,5317
XML100_2356_09,7800,7841,7830,7830
XML100_3312_02,30699,31465,31193,31083
XML100_2141_05,23681,25318,24570,24570
XML100_2254_24,8325,9064,8678,8608
XML100_1315_09,8819,9174,8976,8976
XML100_2323_23,11003,11595,11078,11078
XML100_3256_13,8056,8705,8166,8166
XML100_3173_10,21904,22854,22095,22056
XML100_2116_03,8362,8868,8539,8401
XML100_1376_04,8229,8533,8294,8232
XML100_2164_25,10414,10808,10577,10420
XML100_2226_18,5845,6229,5844,5844
XML100_3153_14,18684,20110,19341,19238
XML100_1162_10,21386,24140,22350,22350
XML100_3172_02,23832,25577,25504,25157
XML100_1322_21,21171,21978,21654,21654
XML100_3235_07,10163,10555,10537,10399
XML100_2133_12,13588,13988,13865,13782
XML100_2252_07,16401,17200,16950,16950
XML100_3151_21,37785,39380,39332,39328
XML100_1332_26,17693,18800,18535,18511
XML100_3142_15,30495,33208,32272,31722
XML100_3332_16,33057,34721,33523,33523
XML100_2162_09,18072,19928,18548,18548
XML100_2153_02,11951,13384,12066,12059
XML100_1153_16,14774,16573,15334,15237
XML100_2244_01,7550,8468,7667,7573
XML100_1313_14,13087,13578,13404,13310
XML100_1246_14,6061,6207,6127,6082
XML100_3214_26,15810,16608,16084,16034
XML100_1156_02,8658,9308,8723,8689
XML100_1376_10,8042,8146,8105,8105
XML100_2374_06,10322,11705,10322,10322
XML100_1144_17,13692,14833,14013,13974
XML100_3276_13,7771,8314,8314,7868
XML100_1261_22,18796,20160,19528,19089
XML100_2215_09,7012,7798,7100,7100
XML100_2151_17,21315,22050,21984,21740
XML100_1221_05,23736,26273,24397,24327
XML100_1265_22,8141,8560,8165,8165
XML100_2276_02,6303,6592,6331,6322
XML100_2321_15,23906,24821,24648,24283
XML100_3174_13,15396,16520,15519,15519
XML100_2176_10,8998,9170,9164,9127
XML100_2265_09,7334,7464,7402,7377
XML100_1224_20,10525,10662,10644,10644
XML100_2326_05,7197,7901,7233,7208
XML100_1155_16,9414,10123,9575,9575
XML100_2325_18,8418,8935,8502,8502
XML100_3123_18,17521,19002,18738,18738
XML100_1153_07,16302,17807,17142,16813
XML100_3115_01,11753,12563,12357,12052
XML100_1164_01,12929,14110,13430,13101
XML100_3162_01,27682,30325,28332,28332
XML100_2111_14,22833,23081,22965,22965
XML100_3111_07,54410,54864,54829,54790
XML100_2271_02,28006,27608,27581,27581
XML100_3155_19,11844,12899,12122,12093
XML100_3226_05,7815,8272,7896,7896
XML100_1311_15,33491,33891,33856,33856
XML100_1115_25,10754,11481,11045,11045
XML100_1311_01,29376,29822,29739,29734
XML100_1315_03,11510,12045,11773,11772
XML100_3272_26,32446,33907,33316,33281
XML100_1342_19,16456,18413,17008,16883
XML100_3312_16,29580,30089,30071,30046
XML100_2142_16,20551,21914,21366,21366
XML100_2355_20,9199,9692,9199,9199
XML100_1245_17,9540,10125,10058,9752
XML100_1263_02,11299,11555,11354,11354
XML100_3146_10,10926,11404,11269,11118
XML100_3376_22,9079,9404,9097,9089
XML100_2362_04,14931,16082,15053,14929
XML100_1321_26,37146,40778,38192,38064
XML100_2362_08,16115,17465,17334,17047
XML100_3262_15,19955,20983,20884,20884
XML100_1123_07,13273,14370,13713,13713
XML100_1271_17,27101,27349,27190,27190
XML100_3151_06,46109,47987,47987,47249
XML100_3166_20,10845,11234,11054,11054
XML100_1313_02,17201,17741,17575,17526
XML100_3173_24,19577,21741,20079,20036
XML100_1112_04,20411,20900,20776,20776
XML100_1175_15,10663,11607,10799,10784
XML100_2261_02,17948,20025,18244,18238
XML100_1343_03,20162,21488,20960,20960
XML100_2374_09,10394,11325,10859,10783
XML100_3135_15,11612,12756,11914,11843
XML100_3255_03,9719,10181,9956,9956
XML100_2153_20,12184,13261,12431,12431
XML100_2115_25,9717,10419,9989,9787
XML100_3172_20,26794,28516,27575,27562
XML100_3232_16,23897,24466,24257,24257
XML100_3332_02,24499,25453,24873,24809
XML100_1354_14,12078,13254,12665,12545
XML100_1273_17,14330,15393,15152,15048
XML100_1142_09,20751,22357,21574,21348
XML100_3114_11,16378,17260,16816,16784
XML100_3243_20,18402,20366,18542,18539
XML100_3152_04,25858,26865,26401,26401
XML100_1162_26,19386,20460,20005,20005
XML100_1144_24,12021,14078,12410,12202
XML100_1344_09,9959,11051,10298,10298
XML100_3132_15,26098,27246,27221,27020
XML100_3152_02,23394,24626,23871,23706
XML100_3275_05,14828,15333,14955,14955
XML100_1316_06,8190,8242,8190,8190
XML100_2111_21,22955,23578,23557,23557
XML100_2244_06,9759,10188,10049,10049
XML100_1246_07,7454,7568,7490,7454
XML100_3344_21,16516,17814,17117,17046
XML100_3374_05,13364,14338,14091,14091
XML100_3134_01,14753,15752,15333,15304
XML100_2221_13,22529,23812,23227,22886
XML100_3235_04,10998,12117,11421,11231
XML100_3156_01,8841,9211,8953,8942
XML100_3316_12,8959,9413,9148,8958
XML100_1276_25,7003,7113,7059,7067
XML100_2263_09,11257,11594,11314,11310
XML100_3366_05,9659,10371,10092,10034
XML100_1261_20,23442,24278,23973,23955
XML100_2226_21,5133,5825,5186,5186
XML100_1112_07,23303,23737,23726,23726
XML100_2212_19,12139,12569,12294,12294
XML100_3214_03,11652,12034,11894,11891
XML100_2314_11,10082,10843,10164,10126
XML100_3161_15,48912,50916,50322,49984
XML100_2323_19,12741,13469,13070,13070
XML100_1224_04,10246,10606,10317,10317
XML100_1253_10,8332,9193,8601,8459
XML100_1343_19,13035,15888,13740,13455
XML100_2235_24,6951,7310,6998,6998
XML100_3164_25,15940,16871,16592,16385
XML100_3216_20,6958,7187,6965,6958
XML100_1114_01,13601,14222,13890,13890
XML100_3126_12,9976,10512,10498,10168
XML100_2352_02,20118,21529,21002,21002
XML100_1152_25,23016,24709,24330,23882
XML100_3121_15,46089,47379,47379,47379
XML100_3364_25,14933,16073,15437,15437
XML100_2134_03,10111,10771,10489,10111
XML100_2145_18,9981,10421,10160,10107
XML100_2314_14,11392,11889,11702,11637
XML100_2263_26,9991,11814,10367,10264
XML100_3341_01,47864,52074,49891,49427
XML100_2122_10,15384,16357,15662,15644
XML100_1221_16,19455,20814,19986,19690
XML100_1215_15,6045,6648,6298,6078
XML100_3125_04,13186,14118,13852,13852
XML100_3122_06,30670,32979,31924,31924
XML100_3232_13,19985,20442,20378,20265
XML100_3355_02,12527,13370,12981,12946
XML100_1153_10,16139,17569,16924,16585
XML100_3134_25,15565,16270,15801,15801
XML100_2325_16,9908,10168,9990,9939
XML100_1165_17,10040,10355,10102,10102
XML100_3175_18,11807,12734,12190,12189
XML100_1174_17,15352,16172,15930,15656
XML100_2221_22,17199,18147,17547,17547
XML100_2133_14,12409,13220,12739,12739
XML100_1335_23,10926,11953,11081,11079
XML100_2314_17,10635,11373,10908,10877
XML100_3161_13,37437,38739,38428,38266
XML100_2352_23,15236,16368,15743,15406
XML100_2234_06,8733,9473,9368,9368
XML100_2266_05,6057,6329,6121,6121
XML100_1324_09,10361,11190,10547,10547
XML100_2226_24,6158,6473,6160,6160
XML100_3342_09,24973,26677,26038,26038
XML100_1175_24,10101,10682,10101,10101
XML100_1115_15,11257,11959,11639,11624
XML100_1366_17,8542,8999,8680,8622
XML100_2242_19,16032,17282,16826,16737
XML100_3214_18,16637,17422,17330,17242
XML100_1334_01,9797,10483,9968,9946
XML100_3325_23,10477,11147,10885,10535
XML100_2171_19,23501,23914,23647,23647
XML100_1134_12,12769,13722,13258,12986
XML100_2324_24,10298,10935,10780,10677
XML100_2173_12,13309,14262,13642,13642
XML100_1352_25,15513,16370,16087,16026
XML100_3372_05,28148,30463,29360,29360
XML100_1222_03,13828,14654,14503,14476
XML100_3365_07,10309,10897,10665,10665
XML100_1251_18,31406,32612,32528,32377
XML100_3246_03,7227,7372,7304,7228
XML100_1343_25,19562,20687,20399,20399
XML100_3354_04,14843,15467,15192,14978
XML100_3156_16,9592,9905,9691,9691
XML100_1142_18,22142,24454,23520,23370
XML100_3125_18,12131,12694,12290,12290
XML100_2253_05,11133,12134,11425,11406
XML100_2351_15,22326,23804,23747,22874
XML100_3345_03,12719,13536,13317,13249
XML100_1314_07,10061,10813,10099,10099
XML100_3173_22,23118,24420,23940,23604
XML100_3225_03,11941,13139,12506,12497
XML100_1216_10,6167,6568,6366,6349
XML100_1113_09,16605,17168,17055,17055
XML100_3334_26,14830,15510,15361,15357
XML100_2264_10,8783,9798,8926,8862
XML100_2316_03,8001,8429,8100,8045
XML100_1344_19,10959,11479,11173,11172
XML100_1354_16,12754,13491,13043,12885
XML100_1241_03,27405,28478,28151,28150
XML100_2364_14,11512,12224,11833,11833
XML100_2172_08,16290,17394,16501,16486
XML100_2161_19,23290,25832,24516,23783
XML100_2351_01,24312,26121,25659,25323
XML100_1324_07,11926,12999,12595,12503
XML100_1136_03,9480,10891,9791,9777
XML100_1366_20,9323,9493,9383,9360
XML100_1133_06,15644,16565,15992,15992
XML100_1161_11,23420,25971,24790,24501
XML100_3365_26,13255,14105,13953,13459
XML100_2331_21,22007,22941,22941,22555
XML100_3251_01,44637,47035,45681,45681
XML100_3245_04,14094,15470,14694,14694
XML100_3261_04,47513,48701,47969,47969
XML100_1261_03,36045,36766,36716,36538
XML100_3255_14,10640,11288,10784,10784
XML100_3113_21,20694,21602,21209,21209
XML100_1252_13,15284,16012,15958,15787
XML100_3122_11,27838,28904,28627,28627
XML100_3346_09,10438,11156,10771,10713
XML100_3346_06,8597,8965,8865,8751
XML100_1264_27,10419,11008,10565,10531
XML100_2254_16,9734,10401,9853,9772
XML100_2224_08,9262,9587,9395,9378
XML100_2225_21,7806,7922,7835,7823
XML100_2122_14,14454,15273,14729,14729
XML100_3326_17,9124,9927,9572,9549
XML100_2222_18,12838,13575,13067,13067
XML100_2174_07,10924,11237,11033,11025
XML100_3141_20,45189,48319,46409,45993
XML100_1114_23,11751,12510,11802,11780
XML100_3111_19,41782,42390,42054,42054
XML100_3151_04,42434,43719,43372,43372
XML100_3315_03,14399,15755,14880,14880
XML100_3353_13,23551,25701,25024,24843
XML100_2334_16,11300,11725,11588,11588
XML100_3374_25,15444,17568,15926,15823
XML100_3232_24,22290,23346,22933,22933
XML100_1125_27,11160,12612,11828,11739
XML100_3312_13,28727,29467,29461,29095
XML100_1153_03,16217,16455,16341,16310
XML100_3174_23,15279,16806,15927,15832
XML100_1355_21,10475,11551,10924,10760
XML100_1366_21,8519,8760,8695,8695
XML100_1126_11,7957,8157,8031,8014
XML100_2264_22,8656,8983,8788,8788
XML100_2346_11,7612,7767,7736,7669
XML100_2323_02,10919,12029,11066,11055
XML100_1121_20,36794,38198,38134,38048
XML100_1313_10,13446,13821,13651,13575
XML100_3114_04,14938,16010,15497,15355
XML100_2216_24,4604,5164,4779,4633
XML100_3324_06,16469,18246,17674,17076
XML100_3161_18,55434,57600,57217,57211
XML100_3332_04,27999,29166,28891,28669
XML100_1145_07,10010,11774,10182,10124
XML100_3321_11,37909,40157,38905,38905
XML100_2351_20,22653,23440,23440,23349
XML100_1366_04,8471,9271,8490,8490
XML100_2114_20,11085,11621,11507,11507
XML100_2233_15,11364,11851,11425,11425
XML100_3274_07,14848,15149,15021,15021
XML100_2262_24,16681,17411,17109,17109
XML100_3356_25,10033,10614,10235,10235
XML100_3166_14,9136,9677,9261,9139
XML100_1371_19,39976,40196,40196,40196
XML100_2225_04,7357,7560,7441,7441
XML100_2144_14,10590,11041,10718,10609
XML100_3163_09,22838,24753,23709,23709
XML100_2116_04,8481,8883,8856,8481
XML100_3151_19,39079,41049,40371,40371
XML100_3245_07,10914,12135,11208,11208
XML100_1346_05,7898,8515,7900,7900
XML100_1376_17,8356,9402,8466,8466
XML100_3232_03,28189,29146,28735,28667
XML100_3246_20,7878,8186,8098,7979
XML100_3276_12,8429,8599,8515,8464
XML100_1145_12,10626,11415,10811,10811
XML100_2133_09,14362,15616,14997,14804
XML100_2313_02,12375,12916,12547,12429
XML100_3372_16,30801,31710,31210,31210
XML100_3312_12,35576,36314,35922,35922
XML100_2341_06,24883,27616,25842,25423
