Model,Type,Train Init Temp,Train Steps,Train Dimension,Train Demand,Train Scheduler,Train Clustering,Dimension,Step,Scheduler,Clustering,Initial Temp,Initial Cost,Final Cost,Gain
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,1000,step,False,1000,12.31783676147461,7.15742301940918,5.16041374206543
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,4000,cyclic,False,1000,12.31783676147461,6.736838340759277,5.580998420715332
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,4000,lam,False,1000,12.31783676147461,6.640657901763916,5.677178859710693
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,20,4000,step,False,1000,12.31783676147461,6.892413139343262,5.425423622131348
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,cyclic,True,1,25.504457473754883,12.210870742797852,13.293586730957031
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,lam,True,1,25.504457473754883,12.09718894958496,13.407268524169922
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,step,True,1,25.504457473754883,12.175897598266602,13.32855987548828
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,cyclic,True,1,25.504457473754883,10.37818717956543,15.126270294189451
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,lam,True,1,25.504457473754883,10.204215049743652,15.30024242401123
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,step,True,1,25.504457473754883,10.311738014221191,15.192719459533691
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,cyclic,True,1,25.504457473754883,9.07423973083496,16.430217742919922
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,lam,True,1,25.504457473754883,8.667901992797852,16.83655548095703
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,step,True,1,25.504457473754883,8.677410125732422,16.82704734802246
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,cyclic,True,100,25.504457473754883,12.882328987121582,12.6221284866333
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,lam,True,100,25.504457473754883,12.22042751312256,13.284029960632324
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,step,True,100,25.504457473754883,13.204882621765137,12.299574851989746
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,cyclic,True,100,25.504457473754883,9.925206184387209,15.579251289367676
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,lam,True,100,25.504457473754883,10.093417167663574,15.411040306091309
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,step,True,100,25.504457473754883,10.788110733032228,14.716346740722656
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,cyclic,True,100,25.504457473754883,8.917191505432129,16.587265968322754
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,lam,True,100,25.504457473754883,8.603272438049316,16.901185035705566
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,step,True,100,25.504457473754883,8.792123794555664,16.71233367919922
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,cyclic,True,1000,25.504457473754883,14.522010803222656,10.982446670532228
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,lam,True,1000,25.504457473754883,12.495644569396973,13.00881290435791
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,step,True,1000,25.504457473754883,15.501379013061523,10.00307846069336
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,cyclic,True,1000,25.504457473754883,9.906848907470703,15.59760856628418
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,lam,True,1000,25.504457473754883,10.26563835144043,15.238819122314451
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,step,True,1000,25.504457473754883,11.494296073913574,14.010161399841309
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,cyclic,True,1000,25.504457473754883,8.897965431213379,16.606492042541504
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,lam,True,1000,25.504457473754883,8.641412734985352,16.86304473876953
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,step,True,1000,25.504457473754883,9.213951110839844,16.29050636291504
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,cyclic,False,1,29.211572647094727,14.909079551696776,14.30249309539795
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,lam,False,1,29.211572647094727,14.905630111694336,14.30594253540039
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,step,False,1,29.211572647094727,14.79611587524414,14.415456771850586
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,cyclic,False,1,29.211572647094727,13.074267387390137,16.13730525970459
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,lam,False,1,29.211572647094727,12.719276428222656,16.49229621887207
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,step,False,1,29.211572647094727,12.53706169128418,16.674510955810547
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,cyclic,False,1,29.211572647094727,11.88770866394043,17.323863983154297
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,lam,False,1,29.211572647094727,11.348884582519531,17.862688064575195
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,25000,step,False,1,29.211572647094727,11.278237342834473,17.933335304260254
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,cyclic,False,100,29.211572647094727,16.28695297241211,12.924619674682615
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,lam,False,100,29.211572647094727,15.005191802978516,14.206380844116213
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,100,step,False,100,29.211572647094727,17.20315170288086,12.008420944213867
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,cyclic,False,100,29.211572647094727,12.706542015075684,16.505030632019043
/Users/jandretti/Documents/PhD/NSA_CVRP_PPO/wandb/Neural_Simulated_Annealing/models/20250206_141623_eygjgypl/HP.yaml,Trained,1,100,20,True,step,False,50,1000,lam,False,100,29.211572647094727,12.563065528869627,16.648507118225098
